dataset,method,mode,repetition,accuracy,balacc
Fish,CNN,pretrained-large,15,0.8914285714285715,0.8910682831126181
Fish,CNN,pretrained-large,16,0.92,0.9222804043247392
Fish,CNN,pretrained-large,17,0.9314285714285714,0.9315203761755486
Fish,CNN,pretrained-large,18,0.8,0.8142230183609493
Fish,CNN,pretrained-large,19,0.9885714285714284,0.9885803851321092
Fish,CNN,pretrained-large,20,0.9714285714285714,0.9693939393939394
Fish,CNN,pretrained-large,21,0.9542857142857144,0.9548447529482011
Fish,CNN,pretrained-large,22,0.9771428571428572,0.9766666666666666
Fish,CNN,pretrained-large,23,0.76,0.7603873712494403
Fish,CNN,pretrained-large,24,0.92,0.9183113684345212
Fish,CNN,pretrained-large,25,0.9714285714285714,0.9710324568698953
Fish,CNN,pretrained-large,26,0.9142857142857144,0.916584031731815
Fish,CNN,pretrained-large,27,0.96,0.9611001642036124
Fish,CNN,pretrained-large,28,0.9485714285714286,0.9481131512165994
Fish,CNN,pretrained-large,29,0.9771428571428572,0.9769047619047618
Fish,CNN,pretrained-large,30,0.9657142857142856,0.9656122448979592
RefrigerationDevices,NN,pretrained-large,1,0.568,0.568
RefrigerationDevices,NN,pretrained-large,2,0.5893333333333334,0.5893333333333334
RefrigerationDevices,NN,pretrained-large,3,0.5173333333333333,0.5173333333333333
RefrigerationDevices,NN,pretrained-large,4,0.5333333333333333,0.5333333333333333
RefrigerationDevices,NN,pretrained-large,5,0.5733333333333334,0.5733333333333334
RefrigerationDevices,NN,pretrained-large,6,0.5253333333333333,0.5253333333333333
RefrigerationDevices,NN,pretrained-large,7,0.544,0.544
RefrigerationDevices,NN,pretrained-large,8,0.5253333333333333,0.5253333333333333
RefrigerationDevices,NN,pretrained-large,9,0.552,0.552
RefrigerationDevices,NN,pretrained-large,10,0.5466666666666666,0.5466666666666666
RefrigerationDevices,NN,pretrained-large,11,0.5786666666666667,0.5786666666666668
RefrigerationDevices,NN,pretrained-large,12,0.5493333333333333,0.5493333333333333
RefrigerationDevices,NN,pretrained-large,13,0.5573333333333333,0.5573333333333333
RefrigerationDevices,NN,pretrained-large,14,0.4986666666666666,0.4986666666666666
RefrigerationDevices,NN,pretrained-large,15,0.5546666666666666,0.5546666666666668
RefrigerationDevices,NN,pretrained-large,16,0.536,0.536
RefrigerationDevices,NN,pretrained-large,17,0.5546666666666666,0.5546666666666668
RefrigerationDevices,NN,pretrained-large,18,0.5466666666666666,0.5466666666666667
RefrigerationDevices,NN,pretrained-large,19,0.5546666666666666,0.5546666666666668
RefrigerationDevices,NN,pretrained-large,20,0.5786666666666667,0.5786666666666668
RefrigerationDevices,NN,pretrained-large,21,0.5333333333333333,0.5333333333333333
RefrigerationDevices,NN,pretrained-large,22,0.56,0.56
RefrigerationDevices,NN,pretrained-large,23,0.5466666666666666,0.5466666666666667
RefrigerationDevices,NN,pretrained-large,24,0.552,0.552
RefrigerationDevices,NN,pretrained-large,25,0.568,0.568
RefrigerationDevices,NN,pretrained-large,26,0.5306666666666666,0.5306666666666667
RefrigerationDevices,NN,pretrained-large,27,0.5733333333333334,0.5733333333333333
RefrigerationDevices,NN,pretrained-large,28,0.5253333333333333,0.5253333333333333
RefrigerationDevices,NN,pretrained-large,29,0.568,0.5680000000000001
RefrigerationDevices,NN,pretrained-large,30,0.5226666666666666,0.5226666666666667
RefrigerationDevices,CNN,pretrained-large,1,0.5626666666666666,0.5626666666666668
RefrigerationDevices,CNN,pretrained-large,2,0.5653333333333334,0.5653333333333334
RefrigerationDevices,CNN,pretrained-large,3,0.568,0.5680000000000001
RefrigerationDevices,CNN,pretrained-large,4,0.5546666666666666,0.5546666666666666
RefrigerationDevices,CNN,pretrained-large,5,0.568,0.568
RefrigerationDevices,CNN,pretrained-large,6,0.5253333333333333,0.5253333333333333
RefrigerationDevices,CNN,pretrained-large,7,0.4986666666666666,0.4986666666666666
RefrigerationDevices,CNN,pretrained-large,8,0.5413333333333333,0.5413333333333333
RefrigerationDevices,CNN,pretrained-large,9,0.5493333333333333,0.5493333333333333
RefrigerationDevices,CNN,pretrained-large,10,0.5573333333333333,0.5573333333333333
RefrigerationDevices,CNN,pretrained-large,11,0.56,0.56
RefrigerationDevices,CNN,pretrained-large,12,0.5626666666666666,0.5626666666666666
RefrigerationDevices,CNN,pretrained-large,13,0.5493333333333333,0.5493333333333333
RefrigerationDevices,CNN,pretrained-large,14,0.4986666666666666,0.4986666666666666
RefrigerationDevices,CNN,pretrained-large,15,0.5413333333333333,0.5413333333333333
RefrigerationDevices,CNN,pretrained-large,16,0.536,0.536
RefrigerationDevices,CNN,pretrained-large,17,0.5146666666666667,0.5146666666666667
RefrigerationDevices,CNN,pretrained-large,18,0.5466666666666666,0.5466666666666667
RefrigerationDevices,CNN,pretrained-large,19,0.576,0.5760000000000001
RefrigerationDevices,CNN,pretrained-large,20,0.5493333333333333,0.5493333333333333
RefrigerationDevices,CNN,pretrained-large,21,0.5466666666666666,0.5466666666666666
RefrigerationDevices,CNN,pretrained-large,22,0.568,0.568
RefrigerationDevices,CNN,pretrained-large,23,0.5626666666666666,0.5626666666666668
RefrigerationDevices,CNN,pretrained-large,24,0.5706666666666667,0.5706666666666668
RefrigerationDevices,CNN,pretrained-large,25,0.592,0.592
RefrigerationDevices,CNN,pretrained-large,26,0.5706666666666667,0.5706666666666668
RefrigerationDevices,CNN,pretrained-large,27,0.5706666666666667,0.5706666666666668
RefrigerationDevices,CNN,pretrained-large,28,0.6186666666666667,0.6186666666666668
RefrigerationDevices,CNN,pretrained-large,29,0.6106666666666667,0.6106666666666668
RefrigerationDevices,CNN,pretrained-large,30,0.6106666666666667,0.6106666666666668
SemgHandGenderCh2,NN,pretrained-large,1,0.8316666666666667,0.8485347985347985
SemgHandGenderCh2,NN,pretrained-large,2,0.83,0.8483516483516483
SemgHandGenderCh2,NN,pretrained-large,3,0.8433333333333334,0.8487179487179488
SemgHandGenderCh2,NN,pretrained-large,4,0.8183333333333334,0.8305860805860805
SemgHandGenderCh2,NN,pretrained-large,5,0.8383333333333334,0.8108058608058608
SemgHandGenderCh2,NN,pretrained-large,6,0.86,0.8318681318681319
SemgHandGenderCh2,NN,pretrained-large,7,0.83,0.8186813186813187
SemgHandGenderCh2,NN,pretrained-large,8,0.8283333333333334,0.7635531135531135
SemgHandGenderCh2,NN,pretrained-large,9,0.87,0.8538461538461539
SemgHandGenderCh2,NN,pretrained-large,10,0.85,0.8450549450549452
SemgHandGenderCh2,NN,pretrained-large,11,0.8483333333333334,0.800915750915751
SemgHandGenderCh2,NN,pretrained-large,12,0.8533333333333334,0.8168498168498168
SemgHandGenderCh2,NN,pretrained-large,13,0.84,0.8131868131868132
SemgHandGenderCh2,NN,pretrained-large,14,0.865,0.8423076923076923
SemgHandGenderCh2,NN,pretrained-large,15,0.8266666666666667,0.8358974358974359
SemgHandGenderCh2,NN,pretrained-large,16,0.855,0.8159340659340659
SemgHandGenderCh2,NN,pretrained-large,17,0.8533333333333334,0.8333333333333334
SemgHandGenderCh2,NN,pretrained-large,18,0.8333333333333334,0.7728937728937728
SemgHandGenderCh2,NN,pretrained-large,19,0.8583333333333333,0.8470695970695971
SemgHandGenderCh2,NN,pretrained-large,20,0.8383333333333334,0.8031135531135531
SemgHandGenderCh2,NN,pretrained-large,21,0.8433333333333334,0.8223443223443223
SemgHandGenderCh2,NN,pretrained-large,22,0.835,0.8324175824175823
SemgHandGenderCh2,NN,pretrained-large,23,0.845,0.8368131868131868
SemgHandGenderCh2,NN,pretrained-large,24,0.8366666666666667,0.8194139194139194
SemgHandGenderCh2,NN,pretrained-large,25,0.8583333333333333,0.8327838827838827
SemgHandGenderCh2,NN,pretrained-large,26,0.8433333333333334,0.8355311355311356
SemgHandGenderCh2,NN,pretrained-large,27,0.8483333333333334,0.8217948717948718
SemgHandGenderCh2,NN,pretrained-large,28,0.8416666666666667,0.8199633699633699
SemgHandGenderCh2,NN,pretrained-large,29,0.8533333333333334,0.8487179487179488
SemgHandGenderCh2,NN,pretrained-large,30,0.8516666666666667,0.8298534798534798
SemgHandGenderCh2,CNN,pretrained-large,1,0.8633333333333333,0.8531135531135531
SemgHandGenderCh2,CNN,pretrained-large,2,0.87,0.8582417582417583
SemgHandGenderCh2,CNN,pretrained-large,3,0.8566666666666667,0.8468864468864469
SemgHandGenderCh2,CNN,pretrained-large,4,0.8716666666666667,0.8584249084249085
SemgHandGenderCh2,CNN,pretrained-large,5,0.8666666666666667,0.8611721611721612
SemgHandGenderCh2,CNN,pretrained-large,6,0.8033333333333333,0.83003663003663
SemgHandGenderCh2,CNN,pretrained-large,7,0.8733333333333333,0.863003663003663
SemgHandGenderCh2,CNN,pretrained-large,8,0.8616666666666667,0.8562271062271063
SemgHandGenderCh2,CNN,pretrained-large,9,0.8583333333333333,0.8492673992673992
SemgHandGenderCh2,CNN,pretrained-large,10,0.85,0.8021978021978022
SemgHandGenderCh2,CNN,pretrained-large,11,0.86,0.8505494505494505
SemgHandGenderCh2,CNN,pretrained-large,12,0.8566666666666667,0.8446886446886447
SemgHandGenderCh2,CNN,pretrained-large,13,0.8583333333333333,0.8525641025641026
SemgHandGenderCh2,CNN,pretrained-large,14,0.7266666666666667,0.782051282051282
SemgHandGenderCh2,CNN,pretrained-large,15,0.8566666666666667,0.8468864468864469
SemgHandGenderCh2,CNN,pretrained-large,16,0.8633333333333333,0.8531135531135531
SemgHandGenderCh2,CNN,pretrained-large,17,0.8666666666666667,0.8545787545787547
SemgHandGenderCh2,CNN,pretrained-large,18,0.865,0.8543956043956044
SemgHandGenderCh2,CNN,pretrained-large,19,0.865,0.8543956043956044
SemgHandGenderCh2,CNN,pretrained-large,20,0.8683333333333333,0.8602564102564103
SemgHandGenderCh2,CNN,pretrained-large,21,0.8683333333333333,0.8602564102564103
SemgHandGenderCh2,CNN,pretrained-large,22,0.87,0.8615384615384616
SemgHandGenderCh2,CNN,pretrained-large,23,0.87,0.8626373626373627
SemgHandGenderCh2,CNN,pretrained-large,24,0.87,0.8626373626373627
SemgHandGenderCh2,CNN,pretrained-large,25,0.8683333333333333,0.8558608058608059
SemgHandGenderCh2,CNN,pretrained-large,26,0.8733333333333333,0.863003663003663
SemgHandGenderCh2,CNN,pretrained-large,27,0.8733333333333333,0.863003663003663
SemgHandGenderCh2,CNN,pretrained-large,28,0.875,0.8653846153846154
SemgHandGenderCh2,CNN,pretrained-large,29,0.865,0.8510989010989012
SemgHandGenderCh2,CNN,pretrained-large,30,0.8666666666666667,0.8578754578754579
ECGFiveDays,NN,pretrained-large,1,0.8385598141695703,0.839208629211543
ECGFiveDays,NN,pretrained-large,2,0.8443670150987224,0.8448743821631305
ECGFiveDays,NN,pretrained-large,3,0.8304297328687572,0.8311389782219248
ECGFiveDays,NN,pretrained-large,4,0.8455284552845529,0.8461100559020958
ECGFiveDays,NN,pretrained-large,5,0.8571428571428571,0.8576574000129503
ECGFiveDays,NN,pretrained-large,6,0.8583042973286876,0.8588256243120158
ECGFiveDays,NN,pretrained-large,7,0.8629500580720093,0.8634310720683775
ECGFiveDays,NN,pretrained-large,8,0.8606271777003485,0.8611216032462067
ECGFiveDays,NN,pretrained-large,9,0.8617886178861789,0.8622898275452722
ECGFiveDays,NN,pretrained-large,10,0.8629500580720093,0.8634445619563575
ECGFiveDays,NN,pretrained-large,11,0.8664343786295006,0.8668952753016339
ECGFiveDays,NN,pretrained-large,12,0.8617886178861789,0.8622898275452722
ECGFiveDays,NN,pretrained-large,13,0.8583042973286876,0.8588256243120158
ECGFiveDays,NN,pretrained-large,14,0.8559814169570267,0.8565296453778248
ECGFiveDays,NN,pretrained-large,15,0.8606271777003485,0.8611350931341866
ECGFiveDays,NN,pretrained-large,16,0.8664343786295006,0.8668952753016339
ECGFiveDays,NN,pretrained-large,17,0.8583042973286876,0.8588256243120158
ECGFiveDays,NN,pretrained-large,18,0.8571428571428571,0.8576708899009302
ECGFiveDays,NN,pretrained-large,19,0.8559814169570267,0.8565161554898448
ECGFiveDays,NN,pretrained-large,20,0.8583042973286876,0.8588256243120158
ECGFiveDays,NN,pretrained-large,21,0.8629500580720093,0.8634445619563575
ECGFiveDays,NN,pretrained-large,22,0.8571428571428571,0.8576708899009302
ECGFiveDays,NN,pretrained-large,23,0.8617886178861789,0.8622763376572922
ECGFiveDays,NN,pretrained-large,24,0.8548199767711963,0.8553614210787595
ECGFiveDays,NN,pretrained-large,25,0.8571428571428571,0.8576708899009302
ECGFiveDays,NN,pretrained-large,26,0.8629500580720093,0.8634310720683775
ECGFiveDays,NN,pretrained-large,27,0.8571428571428571,0.8576708899009302
ECGFiveDays,NN,pretrained-large,28,0.8583042973286876,0.8588256243120158
ECGFiveDays,NN,pretrained-large,29,0.8641114982578397,0.8645858064794629
ECGFiveDays,NN,pretrained-large,30,0.859465737514518,0.8599668688351212
ECGFiveDays,CNN,pretrained-large,1,0.8141695702671312,0.8151885346744081
ECGFiveDays,CNN,pretrained-large,2,0.8315911730545877,0.8324421014007899
ECGFiveDays,CNN,pretrained-large,3,0.9326364692218352,0.9327016468455246
ECGFiveDays,CNN,pretrained-large,4,0.9558652729384436,0.9558233148431936
ECGFiveDays,CNN,pretrained-large,5,0.9628339140534262,0.9627652111976862
ECGFiveDays,CNN,pretrained-large,6,0.9605110336817654,0.9604557423755152
ECGFiveDays,CNN,pretrained-large,7,0.9605110336817654,0.9604422524875352
ECGFiveDays,CNN,pretrained-large,8,0.9605110336817654,0.9604422524875352
ECGFiveDays,CNN,pretrained-large,9,0.9616724738675958,0.9616104767866008
ECGFiveDays,CNN,pretrained-large,10,0.9616724738675958,0.9616104767866008
ECGFiveDays,CNN,pretrained-large,11,0.959349593495935,0.95930100796443
ECGFiveDays,CNN,pretrained-large,12,0.9605110336817654,0.9604422524875352
ECGFiveDays,CNN,pretrained-large,13,0.9581881533101044,0.9581327836653644
ECGFiveDays,CNN,pretrained-large,14,0.9581881533101044,0.9581327836653644
ECGFiveDays,CNN,pretrained-large,15,0.9581881533101044,0.9581327836653644
ECGFiveDays,CNN,pretrained-large,16,0.9581881533101044,0.9581327836653644
ECGFiveDays,CNN,pretrained-large,17,0.9581881533101044,0.9581327836653644
ECGFiveDays,CNN,pretrained-large,18,0.9581881533101044,0.9581327836653644
ECGFiveDays,CNN,pretrained-large,19,0.9581881533101044,0.9581327836653644
ECGFiveDays,CNN,pretrained-large,20,0.9581881533101044,0.9581327836653644
ECGFiveDays,CNN,pretrained-large,21,0.9581881533101044,0.9581327836653644
ECGFiveDays,CNN,pretrained-large,22,0.9581881533101044,0.9581327836653644
ECGFiveDays,CNN,pretrained-large,23,0.9581881533101044,0.9581327836653644
ECGFiveDays,CNN,pretrained-large,24,0.957026713124274,0.956978049254279
ECGFiveDays,CNN,pretrained-large,25,0.9581881533101044,0.9581327836653644
ECGFiveDays,CNN,pretrained-large,26,0.957026713124274,0.956978049254279
ECGFiveDays,CNN,pretrained-large,27,0.9581881533101044,0.9581327836653644
ECGFiveDays,CNN,pretrained-large,28,0.9581881533101044,0.9581327836653644
ECGFiveDays,CNN,pretrained-large,29,0.957026713124274,0.956978049254279
ECGFiveDays,CNN,pretrained-large,30,0.957026713124274,0.956978049254279
Wafer,NN,pretrained-large,1,0.9998377676833226,0.9999090743771596
Wafer,NN,pretrained-large,2,0.9998377676833226,0.9999090743771596
Wafer,NN,pretrained-large,3,0.9998377676833226,0.9999090743771596
Wafer,NN,pretrained-large,4,0.9998377676833226,0.9999090743771596
Wafer,NN,pretrained-large,5,0.999675535366645,0.999818148754319
Wafer,NN,pretrained-large,6,0.9998377676833226,0.9999090743771596
Wafer,NN,pretrained-large,7,0.999675535366645,0.999818148754319
Wafer,NN,pretrained-large,8,0.9998377676833226,0.9999090743771596
Wafer,NN,pretrained-large,9,0.999675535366645,0.999818148754319
Wafer,NN,pretrained-large,10,0.999675535366645,0.999818148754319
Wafer,NN,pretrained-large,11,0.999675535366645,0.999818148754319
Wafer,NN,pretrained-large,12,0.999675535366645,0.999818148754319
Wafer,NN,pretrained-large,13,0.999675535366645,0.999818148754319
Wafer,NN,pretrained-large,14,0.999675535366645,0.999818148754319
Wafer,NN,pretrained-large,15,0.999675535366645,0.999818148754319
Wafer,NN,pretrained-large,16,0.9998377676833226,0.9999090743771596
Wafer,NN,pretrained-large,17,0.999675535366645,0.999818148754319
Wafer,NN,pretrained-large,18,0.999675535366645,0.999818148754319
Wafer,NN,pretrained-large,19,0.999675535366645,0.999818148754319
Wafer,NN,pretrained-large,20,0.9998377676833226,0.9999090743771596
Wafer,NN,pretrained-large,21,0.9998377676833226,0.9999090743771596
Wafer,NN,pretrained-large,22,0.9998377676833226,0.9999090743771596
Wafer,NN,pretrained-large,23,0.9998377676833226,0.9999090743771596
Wafer,NN,pretrained-large,24,0.9998377676833226,0.9999090743771596
Wafer,NN,pretrained-large,25,0.9998377676833226,0.9999090743771596
Wafer,NN,pretrained-large,26,0.9998377676833226,0.9999090743771596
Wafer,NN,pretrained-large,27,0.9998377676833226,0.9999090743771596
Wafer,NN,pretrained-large,28,0.9998377676833226,0.9999090743771596
Wafer,NN,pretrained-large,29,0.9998377676833226,0.9999090743771596
Wafer,NN,pretrained-large,30,0.9998377676833226,0.9999090743771596
Wafer,CNN,pretrained-large,1,0.9998377676833226,0.9999090743771596
Wafer,CNN,pretrained-large,2,0.999675535366645,0.9991571946779114
Wafer,CNN,pretrained-large,3,0.999675535366645,0.9991571946779114
Wafer,CNN,pretrained-large,4,0.999675535366645,0.9991571946779114
Wafer,CNN,pretrained-large,5,0.999675535366645,0.9991571946779114
Wafer,CNN,pretrained-large,6,0.999675535366645,0.9991571946779114
Wafer,CNN,pretrained-large,7,0.999675535366645,0.9991571946779114
Wafer,CNN,pretrained-large,8,0.999675535366645,0.9991571946779114
Wafer,CNN,pretrained-large,9,0.9961064243997404,0.9978177850518276
Wafer,CNN,pretrained-large,10,0.9998377676833226,0.9999090743771596
Wafer,CNN,pretrained-large,11,0.9998377676833226,0.9999090743771596
Wafer,CNN,pretrained-large,12,0.9998377676833226,0.9999090743771596
Wafer,CNN,pretrained-large,13,0.9998377676833226,0.9999090743771596
Wafer,CNN,pretrained-large,14,0.9998377676833226,0.9999090743771596
Wafer,CNN,pretrained-large,15,0.9998377676833226,0.9999090743771596
Wafer,CNN,pretrained-large,16,0.9998377676833226,0.9999090743771596
Wafer,CNN,pretrained-large,17,0.9998377676833226,0.9999090743771596
Wafer,CNN,pretrained-large,18,0.9998377676833226,0.9999090743771596
Wafer,CNN,pretrained-large,19,0.9998377676833226,0.9999090743771596
Wafer,CNN,pretrained-large,20,0.9998377676833226,0.9999090743771596
Wafer,CNN,pretrained-large,21,0.9998377676833226,0.9999090743771596
Wafer,CNN,pretrained-large,22,0.9998377676833226,0.9999090743771596
Wafer,CNN,pretrained-large,23,0.9998377676833226,0.9999090743771596
Wafer,CNN,pretrained-large,24,0.9998377676833226,0.9999090743771596
Wafer,CNN,pretrained-large,25,0.9998377676833226,0.9999090743771596
Wafer,CNN,pretrained-large,26,0.9998377676833226,0.9999090743771596
Wafer,CNN,pretrained-large,27,0.9998377676833226,0.9999090743771596
Wafer,CNN,pretrained-large,28,0.9998377676833226,0.9999090743771596
Wafer,CNN,pretrained-large,29,0.9998377676833226,0.9999090743771596
Wafer,CNN,pretrained-large,30,0.9998377676833226,0.9999090743771596
SmallKitchenAppliances,NN,pretrained-large,1,0.7626666666666667,0.7626666666666667
SmallKitchenAppliances,NN,pretrained-large,2,0.76,0.7600000000000001
SmallKitchenAppliances,NN,pretrained-large,3,0.8,0.8000000000000002
SmallKitchenAppliances,NN,pretrained-large,4,0.7866666666666666,0.7866666666666667
SmallKitchenAppliances,NN,pretrained-large,5,0.792,0.7920000000000001
SmallKitchenAppliances,NN,pretrained-large,6,0.7813333333333333,0.7813333333333334
SmallKitchenAppliances,NN,pretrained-large,7,0.7146666666666667,0.7146666666666667
SmallKitchenAppliances,NN,pretrained-large,8,0.7866666666666666,0.7866666666666667
SmallKitchenAppliances,NN,pretrained-large,9,0.728,0.7280000000000001
SmallKitchenAppliances,NN,pretrained-large,10,0.768,0.7680000000000001
SmallKitchenAppliances,NN,pretrained-large,11,0.752,0.7520000000000001
SmallKitchenAppliances,NN,pretrained-large,12,0.7413333333333333,0.7413333333333334
SmallKitchenAppliances,NN,pretrained-large,13,0.7573333333333333,0.7573333333333334
SmallKitchenAppliances,NN,pretrained-large,14,0.7706666666666667,0.7706666666666667
SmallKitchenAppliances,NN,pretrained-large,15,0.7813333333333333,0.7813333333333333
SmallKitchenAppliances,NN,pretrained-large,16,0.7733333333333333,0.7733333333333334
SmallKitchenAppliances,NN,pretrained-large,17,0.7706666666666667,0.7706666666666667
SmallKitchenAppliances,NN,pretrained-large,18,0.792,0.7920000000000001
SmallKitchenAppliances,NN,pretrained-large,19,0.76,0.7600000000000001
SmallKitchenAppliances,NN,pretrained-large,20,0.7973333333333333,0.7973333333333333
SmallKitchenAppliances,NN,pretrained-large,21,0.7653333333333333,0.7653333333333334
SmallKitchenAppliances,NN,pretrained-large,22,0.7573333333333333,0.7573333333333334
SmallKitchenAppliances,NN,pretrained-large,23,0.7973333333333333,0.7973333333333334
SmallKitchenAppliances,NN,pretrained-large,24,0.768,0.7680000000000001
SmallKitchenAppliances,NN,pretrained-large,25,0.7866666666666666,0.7866666666666667
SmallKitchenAppliances,NN,pretrained-large,26,0.784,0.7840000000000001
SmallKitchenAppliances,NN,pretrained-large,27,0.744,0.7440000000000001
SmallKitchenAppliances,NN,pretrained-large,28,0.7573333333333333,0.7573333333333334
SmallKitchenAppliances,NN,pretrained-large,29,0.7813333333333333,0.7813333333333334
SmallKitchenAppliances,NN,pretrained-large,30,0.7653333333333333,0.7653333333333334
SmallKitchenAppliances,CNN,pretrained-large,1,0.792,0.7919999999999999
SmallKitchenAppliances,CNN,pretrained-large,2,0.7386666666666667,0.7386666666666667
SmallKitchenAppliances,CNN,pretrained-large,3,0.7333333333333333,0.7333333333333334
SmallKitchenAppliances,CNN,pretrained-large,4,0.776,0.7760000000000001
SmallKitchenAppliances,CNN,pretrained-large,5,0.76,0.7600000000000001
SmallKitchenAppliances,CNN,pretrained-large,6,0.7573333333333333,0.7573333333333334
SmallKitchenAppliances,CNN,pretrained-large,7,0.7813333333333333,0.7813333333333334
SmallKitchenAppliances,CNN,pretrained-large,8,0.752,0.7520000000000001
SmallKitchenAppliances,CNN,pretrained-large,9,0.7733333333333333,0.7733333333333334
SmallKitchenAppliances,CNN,pretrained-large,10,0.7733333333333333,0.7733333333333334
SmallKitchenAppliances,CNN,pretrained-large,11,0.7733333333333333,0.7733333333333334
SmallKitchenAppliances,CNN,pretrained-large,12,0.7733333333333333,0.7733333333333334
SmallKitchenAppliances,CNN,pretrained-large,13,0.7733333333333333,0.7733333333333334
SmallKitchenAppliances,CNN,pretrained-large,14,0.7546666666666667,0.7546666666666667
SmallKitchenAppliances,CNN,pretrained-large,15,0.7813333333333333,0.7813333333333334
SmallKitchenAppliances,CNN,pretrained-large,16,0.7893333333333333,0.7893333333333334
SmallKitchenAppliances,CNN,pretrained-large,17,0.7893333333333333,0.7893333333333334
SmallKitchenAppliances,CNN,pretrained-large,18,0.768,0.7680000000000001
SmallKitchenAppliances,CNN,pretrained-large,19,0.7546666666666667,0.7546666666666667
SmallKitchenAppliances,CNN,pretrained-large,20,0.6746666666666666,0.6746666666666666
SmallKitchenAppliances,CNN,pretrained-large,21,0.7893333333333333,0.7893333333333334
SmallKitchenAppliances,CNN,pretrained-large,22,0.7733333333333333,0.7733333333333334
SmallKitchenAppliances,CNN,pretrained-large,23,0.776,0.7760000000000001
SmallKitchenAppliances,CNN,pretrained-large,24,0.7733333333333333,0.7733333333333334
SmallKitchenAppliances,CNN,pretrained-large,25,0.76,0.7600000000000001
SmallKitchenAppliances,CNN,pretrained-large,26,0.768,0.7680000000000001
SmallKitchenAppliances,CNN,pretrained-large,27,0.768,0.7680000000000001
SmallKitchenAppliances,CNN,pretrained-large,28,0.7706666666666667,0.7706666666666667
SmallKitchenAppliances,CNN,pretrained-large,29,0.7493333333333333,0.7493333333333333
SmallKitchenAppliances,CNN,pretrained-large,30,0.76,0.7600000000000001
LargeKitchenAppliances,NN,pretrained-large,1,0.72,0.7200000000000001
LargeKitchenAppliances,NN,pretrained-large,2,0.76,0.7600000000000001
LargeKitchenAppliances,NN,pretrained-large,3,0.7333333333333333,0.7333333333333334
LargeKitchenAppliances,NN,pretrained-large,4,0.7226666666666667,0.7226666666666667
LargeKitchenAppliances,NN,pretrained-large,5,0.752,0.7520000000000001
LargeKitchenAppliances,NN,pretrained-large,6,0.7653333333333333,0.7653333333333334
LargeKitchenAppliances,NN,pretrained-large,7,0.7706666666666667,0.7706666666666667
LargeKitchenAppliances,NN,pretrained-large,8,0.768,0.7680000000000001
LargeKitchenAppliances,NN,pretrained-large,9,0.744,0.7440000000000001
LargeKitchenAppliances,NN,pretrained-large,10,0.7386666666666667,0.7386666666666667
LargeKitchenAppliances,NN,pretrained-large,11,0.7306666666666667,0.7306666666666667
LargeKitchenAppliances,NN,pretrained-large,12,0.76,0.7599999999999999
LargeKitchenAppliances,NN,pretrained-large,13,0.752,0.7520000000000001
LargeKitchenAppliances,NN,pretrained-large,14,0.76,0.7600000000000001
LargeKitchenAppliances,NN,pretrained-large,15,0.744,0.7440000000000001
LargeKitchenAppliances,NN,pretrained-large,16,0.7653333333333333,0.7653333333333334
LargeKitchenAppliances,NN,pretrained-large,17,0.7386666666666667,0.7386666666666667
LargeKitchenAppliances,NN,pretrained-large,18,0.7493333333333333,0.7493333333333334
LargeKitchenAppliances,NN,pretrained-large,19,0.7333333333333333,0.7333333333333334
LargeKitchenAppliances,NN,pretrained-large,20,0.7546666666666667,0.7546666666666667
LargeKitchenAppliances,NN,pretrained-large,21,0.7253333333333334,0.7253333333333334
LargeKitchenAppliances,NN,pretrained-large,22,0.7653333333333333,0.7653333333333334
LargeKitchenAppliances,NN,pretrained-large,23,0.7706666666666667,0.7706666666666667
LargeKitchenAppliances,NN,pretrained-large,24,0.7706666666666667,0.7706666666666667
LargeKitchenAppliances,NN,pretrained-large,25,0.7466666666666667,0.7466666666666667
LargeKitchenAppliances,NN,pretrained-large,26,0.7413333333333333,0.7413333333333334
LargeKitchenAppliances,NN,pretrained-large,27,0.7653333333333333,0.7653333333333334
LargeKitchenAppliances,NN,pretrained-large,28,0.736,0.7360000000000001
LargeKitchenAppliances,NN,pretrained-large,29,0.76,0.7600000000000001
LargeKitchenAppliances,NN,pretrained-large,30,0.7626666666666667,0.7626666666666667
LargeKitchenAppliances,CNN,pretrained-large,1,0.8133333333333334,0.8133333333333334
LargeKitchenAppliances,CNN,pretrained-large,2,0.808,0.8080000000000002
LargeKitchenAppliances,CNN,pretrained-large,3,0.8026666666666666,0.8026666666666668
LargeKitchenAppliances,CNN,pretrained-large,4,0.8266666666666667,0.8266666666666667
LargeKitchenAppliances,CNN,pretrained-large,5,0.8133333333333334,0.8133333333333335
LargeKitchenAppliances,CNN,pretrained-large,6,0.8293333333333334,0.8293333333333334
LargeKitchenAppliances,CNN,pretrained-large,7,0.832,0.8320000000000002
LargeKitchenAppliances,CNN,pretrained-large,8,0.8186666666666667,0.8186666666666668
LargeKitchenAppliances,CNN,pretrained-large,9,0.8,0.7999999999999999
LargeKitchenAppliances,CNN,pretrained-large,10,0.816,0.816
LargeKitchenAppliances,CNN,pretrained-large,11,0.8106666666666666,0.8106666666666666
LargeKitchenAppliances,CNN,pretrained-large,12,0.7946666666666666,0.7946666666666666
LargeKitchenAppliances,CNN,pretrained-large,13,0.8106666666666666,0.8106666666666666
LargeKitchenAppliances,CNN,pretrained-large,14,0.7973333333333333,0.7973333333333334
