dataset,method,mode,repetition,accuracy
WormsTwoClass,NN,fine-tune,8,0.7142857142857143
WormsTwoClass,SVM,fine-tune,9,0.5974025974025974
WormsTwoClass,NN,fine-tune,9,0.7142857142857143
WormsTwoClass,SVM,fine-tune,10,0.5974025974025974
WormsTwoClass,NN,fine-tune,10,0.7142857142857143
WormsTwoClass,SVM,pretrained-small,1,0.5584415584415584
WormsTwoClass,NN,pretrained-small,1,0.6753246753246753
WormsTwoClass,SVM,pretrained-small,2,0.5584415584415584
WormsTwoClass,NN,pretrained-small,2,0.6623376623376623
WormsTwoClass,SVM,pretrained-small,3,0.5584415584415584
WormsTwoClass,NN,pretrained-small,3,0.6623376623376623
WormsTwoClass,SVM,pretrained-small,4,0.5584415584415584
WormsTwoClass,NN,pretrained-small,4,0.6623376623376623
WormsTwoClass,SVM,pretrained-small,5,0.5584415584415584
WormsTwoClass,NN,pretrained-small,5,0.6623376623376623
WormsTwoClass,SVM,pretrained-small,6,0.5584415584415584
WormsTwoClass,NN,pretrained-small,6,0.6623376623376623
WormsTwoClass,SVM,pretrained-small,7,0.5584415584415584
WormsTwoClass,NN,pretrained-small,7,0.6623376623376623
WormsTwoClass,SVM,pretrained-small,8,0.5584415584415584
WormsTwoClass,NN,pretrained-small,8,0.6623376623376623
WormsTwoClass,SVM,pretrained-small,9,0.5584415584415584
WormsTwoClass,NN,pretrained-small,9,0.6623376623376623
WormsTwoClass,SVM,pretrained-small,10,0.5584415584415584
WormsTwoClass,NN,pretrained-small,10,0.6623376623376623
Adiac,SVM,fine-tune,1,0.3375959079283887
Adiac,NN,fine-tune,1,0.6265984654731458
Adiac,SVM,fine-tune,2,0.3375959079283887
Adiac,NN,fine-tune,2,0.6214833759590793
Adiac,SVM,fine-tune,3,0.3375959079283887
Adiac,NN,fine-tune,3,0.6265984654731458
Adiac,SVM,fine-tune,4,0.3375959079283887
Adiac,NN,fine-tune,4,0.629156010230179
Adiac,SVM,fine-tune,5,0.3375959079283887
Adiac,NN,fine-tune,5,0.6317135549872123
Adiac,SVM,fine-tune,6,0.3375959079283887
Adiac,NN,fine-tune,6,0.629156010230179
Adiac,SVM,fine-tune,7,0.3375959079283887
Adiac,NN,fine-tune,7,0.6342710997442456
Adiac,SVM,fine-tune,8,0.3375959079283887
Adiac,NN,fine-tune,8,0.6419437340153452
Adiac,SVM,fine-tune,9,0.3375959079283887
Adiac,NN,fine-tune,9,0.6419437340153452
Adiac,SVM,fine-tune,10,0.3375959079283887
Adiac,NN,fine-tune,10,0.618925831202046
Adiac,SVM,pretrained-small,1,0.27621483375959077
Adiac,NN,pretrained-small,1,0.5805626598465473
Adiac,SVM,pretrained-small,2,0.27621483375959077
Adiac,NN,pretrained-small,2,0.5805626598465473
Adiac,SVM,pretrained-small,3,0.27621483375959077
Adiac,NN,pretrained-small,3,0.5754475703324808
Adiac,SVM,pretrained-small,4,0.27621483375959077
Adiac,NN,pretrained-small,4,0.578005115089514
Adiac,SVM,pretrained-small,5,0.27621483375959077
Adiac,NN,pretrained-small,5,0.5728900255754475
Adiac,SVM,pretrained-small,6,0.27621483375959077
Adiac,NN,pretrained-small,6,0.5575447570332481
Adiac,SVM,pretrained-small,7,0.27621483375959077
Adiac,NN,pretrained-small,7,0.5652173913043478
Adiac,SVM,pretrained-small,8,0.27621483375959077
Adiac,NN,pretrained-small,8,0.5319693094629157
Adiac,SVM,pretrained-small,9,0.27621483375959077
Adiac,NN,pretrained-small,9,0.5498721227621484
Adiac,SVM,pretrained-small,10,0.27621483375959077
Adiac,NN,pretrained-small,10,0.5370843989769821
Computers,SVM,fine-tune,1,0.672
Computers,NN,fine-tune,1,0.624
Computers,SVM,fine-tune,2,0.672
Computers,NN,fine-tune,2,0.628
Computers,SVM,fine-tune,3,0.672
Computers,NN,fine-tune,3,0.632
Computers,SVM,fine-tune,4,0.672
Computers,NN,fine-tune,4,0.636
Computers,SVM,fine-tune,5,0.672
Computers,NN,fine-tune,5,0.628
Computers,SVM,fine-tune,6,0.672
Computers,NN,fine-tune,6,0.64
Computers,SVM,fine-tune,7,0.672
Computers,NN,fine-tune,7,0.628
Computers,SVM,fine-tune,8,0.672
Computers,NN,fine-tune,8,0.628
Computers,SVM,fine-tune,9,0.672
Computers,NN,fine-tune,9,0.636
Computers,SVM,fine-tune,10,0.672
Computers,NN,fine-tune,10,0.632
Computers,SVM,pretrained-small,1,0.688
Computers,NN,pretrained-small,1,0.616
Computers,SVM,pretrained-small,2,0.688
Computers,NN,pretrained-small,2,0.616
Computers,SVM,pretrained-small,3,0.688
Computers,NN,pretrained-small,3,0.616
Computers,SVM,pretrained-small,4,0.688
Computers,NN,pretrained-small,4,0.604
Computers,SVM,pretrained-small,5,0.688
Computers,NN,pretrained-small,5,0.616
Computers,SVM,pretrained-small,6,0.688
Computers,NN,pretrained-small,6,0.608
Computers,SVM,pretrained-small,7,0.688
Computers,NN,pretrained-small,7,0.616
Computers,SVM,pretrained-small,8,0.688
Computers,NN,pretrained-small,8,0.608
Computers,SVM,pretrained-small,9,0.688
Computers,NN,pretrained-small,9,0.616
Computers,SVM,pretrained-small,10,0.688
Computers,NN,pretrained-small,10,0.612
FordA,SVM,fine-tune,1,0.7121212121212122
FordA,NN,fine-tune,1,0.8068181818181818
FordA,SVM,fine-tune,2,0.7121212121212122
FordA,NN,fine-tune,2,0.806060606060606
FordA,SVM,fine-tune,3,0.7121212121212122
FordA,NN,fine-tune,3,0.8083333333333333
FordA,SVM,fine-tune,4,0.7121212121212122
FordA,NN,fine-tune,4,0.8075757575757576
FordA,SVM,fine-tune,5,0.7121212121212122
FordA,NN,fine-tune,5,0.806060606060606
FordA,SVM,fine-tune,6,0.7121212121212122
FordA,NN,fine-tune,6,0.8083333333333333
FordA,SVM,fine-tune,7,0.7121212121212122
FordA,NN,fine-tune,7,0.806060606060606
FordA,SVM,fine-tune,8,0.7121212121212122
FordA,NN,fine-tune,8,0.806060606060606
FordA,SVM,fine-tune,9,0.7121212121212122
FordA,NN,fine-tune,9,0.8068181818181818
FordA,SVM,fine-tune,10,0.7121212121212122
FordA,NN,fine-tune,10,0.806060606060606
FordA,SVM,pretrained-small,1,0.7462121212121212
FordA,NN,pretrained-small,1,0.7901515151515152
FordA,SVM,pretrained-small,2,0.7462121212121212
FordA,NN,pretrained-small,2,0.7901515151515152
FordA,SVM,pretrained-small,3,0.7462121212121212
FordA,NN,pretrained-small,3,0.7901515151515152
FordA,SVM,pretrained-small,4,0.7462121212121212
FordA,NN,pretrained-small,4,0.7924242424242425
FordA,SVM,pretrained-small,5,0.7462121212121212
FordA,NN,pretrained-small,5,0.7916666666666666
FordA,SVM,pretrained-small,6,0.7462121212121212
FordA,NN,pretrained-small,6,0.793939393939394
FordA,SVM,pretrained-small,7,0.7462121212121212
FordA,NN,pretrained-small,7,0.7924242424242425
FordA,SVM,pretrained-small,8,0.7462121212121212
FordA,NN,pretrained-small,8,0.793939393939394
FordA,SVM,pretrained-small,9,0.7462121212121212
FordA,NN,pretrained-small,9,0.7946969696969697
FordA,SVM,pretrained-small,10,0.7462121212121212
FordA,NN,pretrained-small,10,0.7924242424242425
CricketX,SVM,fine-tune,1,0.1564102564102564
CricketX,NN,fine-tune,1,0.20512820512820512
CricketX,SVM,fine-tune,2,0.1564102564102564
CricketX,NN,fine-tune,2,0.2128205128205128
CricketX,SVM,fine-tune,3,0.1564102564102564
CricketX,NN,fine-tune,3,0.21025641025641026
CricketX,SVM,fine-tune,4,0.1564102564102564
CricketX,NN,fine-tune,4,0.21794871794871795
CricketX,SVM,fine-tune,5,0.1564102564102564
CricketX,NN,fine-tune,5,0.2076923076923077
CricketX,SVM,fine-tune,6,0.1564102564102564
CricketX,NN,fine-tune,6,0.2076923076923077
CricketX,SVM,fine-tune,7,0.1564102564102564
CricketX,NN,fine-tune,7,0.2076923076923077
CricketX,SVM,fine-tune,8,0.1564102564102564
CricketX,NN,fine-tune,8,0.21025641025641026
CricketX,SVM,fine-tune,9,0.1564102564102564
CricketX,NN,fine-tune,9,0.21025641025641026
CricketX,SVM,fine-tune,10,0.1564102564102564
CricketX,NN,fine-tune,10,0.2128205128205128
CricketX,SVM,pretrained-small,1,0.13076923076923078
CricketX,NN,pretrained-small,1,0.31025641025641026
CricketX,SVM,pretrained-small,2,0.13076923076923078
CricketX,NN,pretrained-small,2,0.31794871794871793
CricketX,SVM,pretrained-small,3,0.13076923076923078
CricketX,NN,pretrained-small,3,0.32051282051282054
CricketX,SVM,pretrained-small,4,0.13076923076923078
CricketX,NN,pretrained-small,4,0.3333333333333333
CricketX,SVM,pretrained-small,5,0.13076923076923078
CricketX,NN,pretrained-small,5,0.3076923076923077
CricketX,SVM,pretrained-small,6,0.13076923076923078
CricketX,NN,pretrained-small,6,0.32051282051282054
CricketX,SVM,pretrained-small,7,0.13076923076923078
CricketX,NN,pretrained-small,7,0.32564102564102565
CricketX,SVM,pretrained-small,8,0.13076923076923078
CricketX,NN,pretrained-small,8,0.30512820512820515
CricketX,SVM,pretrained-small,9,0.13076923076923078
CricketX,NN,pretrained-small,9,0.3076923076923077
CricketX,SVM,pretrained-small,10,0.13076923076923078
CricketX,NN,pretrained-small,10,0.3076923076923077
Meat,SVM,fine-tune,1,0.5666666666666667
Meat,NN,fine-tune,1,0.7833333333333333
Meat,SVM,fine-tune,2,0.5666666666666667
Meat,NN,fine-tune,2,0.7833333333333333
Meat,SVM,fine-tune,3,0.5666666666666667
Meat,NN,fine-tune,3,0.7833333333333333
Meat,SVM,fine-tune,4,0.5666666666666667
Meat,NN,fine-tune,4,0.7833333333333333
Meat,SVM,fine-tune,5,0.5666666666666667
Meat,NN,fine-tune,5,0.7833333333333333
Meat,SVM,fine-tune,6,0.5666666666666667
Meat,NN,fine-tune,6,0.7833333333333333
Meat,SVM,fine-tune,7,0.5666666666666667
Meat,NN,fine-tune,7,0.7666666666666667
Meat,SVM,fine-tune,8,0.5666666666666667
Meat,NN,fine-tune,8,0.7666666666666667
Meat,SVM,fine-tune,9,0.5666666666666667
Meat,NN,fine-tune,9,0.7666666666666667
Meat,SVM,fine-tune,10,0.5666666666666667
Meat,NN,fine-tune,10,0.7666666666666667
Meat,SVM,pretrained-small,1,0.5166666666666667
Meat,NN,pretrained-small,1,0.7333333333333333
Meat,SVM,pretrained-small,2,0.5166666666666667
Meat,NN,pretrained-small,2,0.7333333333333333
Meat,SVM,pretrained-small,3,0.5166666666666667
Meat,NN,pretrained-small,3,0.75
Meat,SVM,pretrained-small,4,0.5166666666666667
Meat,NN,pretrained-small,4,0.7333333333333333
Meat,SVM,pretrained-small,5,0.5166666666666667
Meat,NN,pretrained-small,5,0.7333333333333333
Meat,SVM,pretrained-small,6,0.5166666666666667
Meat,NN,pretrained-small,6,0.7333333333333333
Meat,SVM,pretrained-small,7,0.5166666666666667
Meat,NN,pretrained-small,7,0.7333333333333333
Meat,SVM,pretrained-small,8,0.5166666666666667
Meat,NN,pretrained-small,8,0.7333333333333333
Meat,SVM,pretrained-small,9,0.5166666666666667
Meat,NN,pretrained-small,9,0.7333333333333333
Meat,SVM,pretrained-small,10,0.5166666666666667
Meat,NN,pretrained-small,10,0.7333333333333333
Yoga,SVM,fine-tune,1,0.743
Yoga,NN,fine-tune,1,0.778
Yoga,SVM,fine-tune,2,0.743
Yoga,NN,fine-tune,2,0.7786666666666666
Yoga,SVM,fine-tune,3,0.743
Yoga,NN,fine-tune,3,0.7786666666666666
Yoga,SVM,fine-tune,4,0.743
Yoga,NN,fine-tune,4,0.7793333333333333
Yoga,SVM,fine-tune,5,0.743
Yoga,NN,fine-tune,5,0.7793333333333333
Yoga,SVM,fine-tune,6,0.743
Yoga,NN,fine-tune,6,0.7793333333333333
Yoga,SVM,fine-tune,7,0.743
Yoga,NN,fine-tune,7,0.779
Yoga,SVM,fine-tune,8,0.743
Yoga,NN,fine-tune,8,0.7793333333333333
Yoga,SVM,fine-tune,9,0.743
Yoga,NN,fine-tune,9,0.7793333333333333
Yoga,SVM,fine-tune,10,0.743
Yoga,NN,fine-tune,10,0.7793333333333333
Yoga,SVM,pretrained-small,1,0.6903333333333334
Yoga,NN,pretrained-small,1,0.7923333333333333
Yoga,SVM,pretrained-small,2,0.6903333333333334
Yoga,NN,pretrained-small,2,0.7933333333333333
Yoga,SVM,pretrained-small,3,0.6903333333333334
Yoga,NN,pretrained-small,3,0.794
Yoga,SVM,pretrained-small,4,0.6903333333333334
Yoga,NN,pretrained-small,4,0.7953333333333333
Yoga,SVM,pretrained-small,5,0.6903333333333334
Yoga,NN,pretrained-small,5,0.7946666666666666
Yoga,SVM,pretrained-small,6,0.6903333333333334
Yoga,NN,pretrained-small,6,0.7946666666666666
Yoga,SVM,pretrained-small,7,0.6903333333333334
Yoga,NN,pretrained-small,7,0.7946666666666666
Yoga,SVM,pretrained-small,8,0.6903333333333334
Yoga,NN,pretrained-small,8,0.795
Yoga,SVM,pretrained-small,9,0.6903333333333334
Yoga,NN,pretrained-small,9,0.795
Yoga,SVM,pretrained-small,10,0.6903333333333334
Yoga,NN,pretrained-small,10,0.7953333333333333
ACSF1,SVM,fine-tune,1,0.56
ACSF1,NN,fine-tune,1,0.7
ACSF1,SVM,fine-tune,2,0.56
ACSF1,NN,fine-tune,2,0.71
ACSF1,SVM,fine-tune,3,0.56
ACSF1,NN,fine-tune,3,0.73
ACSF1,SVM,fine-tune,4,0.56
ACSF1,NN,fine-tune,4,0.7
ACSF1,SVM,fine-tune,5,0.56
ACSF1,NN,fine-tune,5,0.66
ACSF1,SVM,fine-tune,6,0.56
ACSF1,NN,fine-tune,6,0.72
ACSF1,SVM,fine-tune,7,0.56
ACSF1,NN,fine-tune,7,0.69
ACSF1,SVM,fine-tune,8,0.56
ACSF1,NN,fine-tune,8,0.73
ACSF1,SVM,fine-tune,9,0.56
ACSF1,NN,fine-tune,9,0.72
ACSF1,SVM,fine-tune,10,0.56
ACSF1,NN,fine-tune,10,0.74
ACSF1,SVM,pretrained-small,1,0.52
ACSF1,NN,pretrained-small,1,0.7
ACSF1,SVM,pretrained-small,2,0.52
ACSF1,NN,pretrained-small,2,0.68
ACSF1,SVM,pretrained-small,3,0.52
ACSF1,NN,pretrained-small,3,0.69
ACSF1,SVM,pretrained-small,4,0.52
ACSF1,NN,pretrained-small,4,0.68
ACSF1,SVM,pretrained-small,5,0.52
ACSF1,NN,pretrained-small,5,0.7
ACSF1,SVM,pretrained-small,6,0.52
ACSF1,NN,pretrained-small,6,0.7
ACSF1,SVM,pretrained-small,7,0.52
ACSF1,NN,pretrained-small,7,0.69
ACSF1,SVM,pretrained-small,8,0.52
ACSF1,NN,pretrained-small,8,0.7
ACSF1,SVM,pretrained-small,9,0.52
ACSF1,NN,pretrained-small,9,0.69
ACSF1,SVM,pretrained-small,10,0.52
ACSF1,NN,pretrained-small,10,0.7
PigAirwayPressure,SVM,fine-tune,1,0.052884615384615384
PigAirwayPressure,NN,fine-tune,1,0.057692307692307696
PigAirwayPressure,SVM,fine-tune,2,0.052884615384615384
PigAirwayPressure,NN,fine-tune,2,0.052884615384615384
PigAirwayPressure,SVM,fine-tune,3,0.052884615384615384
PigAirwayPressure,NN,fine-tune,3,0.04326923076923077
PigAirwayPressure,SVM,fine-tune,4,0.052884615384615384
PigAirwayPressure,NN,fine-tune,4,0.04807692307692308
PigAirwayPressure,SVM,fine-tune,5,0.052884615384615384
PigAirwayPressure,NN,fine-tune,5,0.04807692307692308
PigAirwayPressure,SVM,fine-tune,6,0.052884615384615384
PigAirwayPressure,NN,fine-tune,6,0.07211538461538461
PigAirwayPressure,SVM,fine-tune,7,0.052884615384615384
PigAirwayPressure,NN,fine-tune,7,0.04807692307692308
PigAirwayPressure,SVM,fine-tune,8,0.052884615384615384
PigAirwayPressure,NN,fine-tune,8,0.04807692307692308
PigAirwayPressure,SVM,fine-tune,9,0.052884615384615384
PigAirwayPressure,NN,fine-tune,9,0.0625
PigAirwayPressure,SVM,fine-tune,10,0.052884615384615384
PigAirwayPressure,NN,fine-tune,10,0.04326923076923077
PigAirwayPressure,SVM,pretrained-small,1,0.038461538461538464
PigAirwayPressure,NN,pretrained-small,1,0.057692307692307696
PigAirwayPressure,SVM,pretrained-small,2,0.038461538461538464
PigAirwayPressure,NN,pretrained-small,2,0.052884615384615384
PigAirwayPressure,SVM,pretrained-small,3,0.038461538461538464
PigAirwayPressure,NN,pretrained-small,3,0.04807692307692308
PigAirwayPressure,SVM,pretrained-small,4,0.038461538461538464
PigAirwayPressure,NN,pretrained-small,4,0.07211538461538461
PigAirwayPressure,SVM,pretrained-small,5,0.038461538461538464
PigAirwayPressure,NN,pretrained-small,5,0.052884615384615384
PigAirwayPressure,SVM,pretrained-small,6,0.038461538461538464
PigAirwayPressure,NN,pretrained-small,6,0.0625
PigAirwayPressure,SVM,pretrained-small,7,0.038461538461538464
PigAirwayPressure,NN,pretrained-small,7,0.057692307692307696
PigAirwayPressure,SVM,pretrained-small,8,0.038461538461538464
PigAirwayPressure,NN,pretrained-small,8,0.057692307692307696
PigAirwayPressure,SVM,pretrained-small,9,0.038461538461538464
PigAirwayPressure,NN,pretrained-small,9,0.0673076923076923
PigAirwayPressure,SVM,pretrained-small,10,0.038461538461538464
PigAirwayPressure,NN,pretrained-small,10,0.07211538461538461
MiddlePhalanxOutlineAgeGroup,SVM,fine-tune,1,0.6168831168831169
MiddlePhalanxOutlineAgeGroup,NN,fine-tune,1,0.4935064935064935
MiddlePhalanxOutlineAgeGroup,SVM,fine-tune,2,0.6168831168831169
MiddlePhalanxOutlineAgeGroup,NN,fine-tune,2,0.487012987012987
MiddlePhalanxOutlineAgeGroup,SVM,fine-tune,3,0.6168831168831169
MiddlePhalanxOutlineAgeGroup,NN,fine-tune,3,0.487012987012987
MiddlePhalanxOutlineAgeGroup,SVM,fine-tune,4,0.6168831168831169
MiddlePhalanxOutlineAgeGroup,NN,fine-tune,4,0.4805194805194805
MiddlePhalanxOutlineAgeGroup,SVM,fine-tune,5,0.6168831168831169
MiddlePhalanxOutlineAgeGroup,NN,fine-tune,5,0.4805194805194805
MiddlePhalanxOutlineAgeGroup,SVM,fine-tune,6,0.6168831168831169
MiddlePhalanxOutlineAgeGroup,NN,fine-tune,6,0.4805194805194805
MiddlePhalanxOutlineAgeGroup,SVM,fine-tune,7,0.6168831168831169
MiddlePhalanxOutlineAgeGroup,NN,fine-tune,7,0.4805194805194805
MiddlePhalanxOutlineAgeGroup,SVM,fine-tune,8,0.6168831168831169
MiddlePhalanxOutlineAgeGroup,NN,fine-tune,8,0.487012987012987
MiddlePhalanxOutlineAgeGroup,SVM,fine-tune,9,0.6168831168831169
MiddlePhalanxOutlineAgeGroup,NN,fine-tune,9,0.487012987012987
MiddlePhalanxOutlineAgeGroup,SVM,fine-tune,10,0.6168831168831169
MiddlePhalanxOutlineAgeGroup,NN,fine-tune,10,0.487012987012987
MiddlePhalanxOutlineAgeGroup,SVM,pretrained-small,1,0.6233766233766234
MiddlePhalanxOutlineAgeGroup,NN,pretrained-small,1,0.461038961038961
MiddlePhalanxOutlineAgeGroup,SVM,pretrained-small,2,0.6233766233766234
MiddlePhalanxOutlineAgeGroup,NN,pretrained-small,2,0.42857142857142855
MiddlePhalanxOutlineAgeGroup,SVM,pretrained-small,3,0.6233766233766234
MiddlePhalanxOutlineAgeGroup,NN,pretrained-small,3,0.42857142857142855
MiddlePhalanxOutlineAgeGroup,SVM,pretrained-small,4,0.6233766233766234
MiddlePhalanxOutlineAgeGroup,NN,pretrained-small,4,0.42207792207792205
MiddlePhalanxOutlineAgeGroup,SVM,pretrained-small,5,0.6233766233766234
MiddlePhalanxOutlineAgeGroup,NN,pretrained-small,5,0.42207792207792205
MiddlePhalanxOutlineAgeGroup,SVM,pretrained-small,6,0.6233766233766234
MiddlePhalanxOutlineAgeGroup,NN,pretrained-small,6,0.42207792207792205
MiddlePhalanxOutlineAgeGroup,SVM,pretrained-small,7,0.6233766233766234
MiddlePhalanxOutlineAgeGroup,NN,pretrained-small,7,0.42207792207792205
MiddlePhalanxOutlineAgeGroup,SVM,pretrained-small,8,0.6233766233766234
MiddlePhalanxOutlineAgeGroup,NN,pretrained-small,8,0.42857142857142855
MiddlePhalanxOutlineAgeGroup,SVM,pretrained-small,9,0.6233766233766234
MiddlePhalanxOutlineAgeGroup,NN,pretrained-small,9,0.42207792207792205
MiddlePhalanxOutlineAgeGroup,SVM,pretrained-small,10,0.6233766233766234
MiddlePhalanxOutlineAgeGroup,NN,pretrained-small,10,0.42207792207792205
BirdChicken,SVM,fine-tune,1,0.7
BirdChicken,NN,fine-tune,1,0.6
BirdChicken,SVM,fine-tune,2,0.7
BirdChicken,NN,fine-tune,2,0.65
BirdChicken,SVM,fine-tune,3,0.7
BirdChicken,NN,fine-tune,3,0.65
BirdChicken,SVM,fine-tune,4,0.7
BirdChicken,NN,fine-tune,4,0.65
BirdChicken,SVM,fine-tune,5,0.7
BirdChicken,NN,fine-tune,5,0.65
BirdChicken,SVM,fine-tune,6,0.7
BirdChicken,NN,fine-tune,6,0.65
BirdChicken,SVM,fine-tune,7,0.7
BirdChicken,NN,fine-tune,7,0.65
BirdChicken,SVM,fine-tune,8,0.7
BirdChicken,NN,fine-tune,8,0.65
BirdChicken,SVM,fine-tune,9,0.7
BirdChicken,NN,fine-tune,9,0.65
BirdChicken,SVM,fine-tune,10,0.7
BirdChicken,NN,fine-tune,10,0.65
BirdChicken,SVM,pretrained-small,1,0.5
BirdChicken,NN,pretrained-small,1,0.65
BirdChicken,SVM,pretrained-small,2,0.5
BirdChicken,NN,pretrained-small,2,0.65
BirdChicken,SVM,pretrained-small,3,0.5
BirdChicken,NN,pretrained-small,3,0.65
BirdChicken,SVM,pretrained-small,4,0.5
BirdChicken,NN,pretrained-small,4,0.65
BirdChicken,SVM,pretrained-small,5,0.5
BirdChicken,NN,pretrained-small,5,0.65
BirdChicken,SVM,pretrained-small,6,0.5
BirdChicken,NN,pretrained-small,6,0.65
BirdChicken,SVM,pretrained-small,7,0.5
BirdChicken,NN,pretrained-small,7,0.65
BirdChicken,SVM,pretrained-small,8,0.5
BirdChicken,NN,pretrained-small,8,0.65
BirdChicken,SVM,pretrained-small,9,0.5
BirdChicken,NN,pretrained-small,9,0.65
BirdChicken,SVM,pretrained-small,10,0.5
BirdChicken,NN,pretrained-small,10,0.65
Mallat,SVM,fine-tune,1,0.23710021321961622
Mallat,NN,fine-tune,1,0.5091684434968017
Mallat,SVM,fine-tune,2,0.23710021321961622
Mallat,NN,fine-tune,2,0.5155650319829425
Mallat,SVM,fine-tune,3,0.23710021321961622
Mallat,NN,fine-tune,3,0.47974413646055436
Mallat,SVM,fine-tune,4,0.23710021321961622
Mallat,NN,fine-tune,4,0.5049040511727079
Mallat,SVM,fine-tune,5,0.23710021321961622
Mallat,NN,fine-tune,5,0.5070362473347548
Mallat,SVM,fine-tune,6,0.23710021321961622
Mallat,NN,fine-tune,6,0.5049040511727079
Mallat,SVM,fine-tune,7,0.23710021321961622
Mallat,NN,fine-tune,7,0.49936034115138594
Mallat,SVM,fine-tune,8,0.23710021321961622
Mallat,NN,fine-tune,8,0.4980810234541578
Mallat,SVM,fine-tune,9,0.23710021321961622
Mallat,NN,fine-tune,9,0.5066098081023455
Mallat,SVM,fine-tune,10,0.23710021321961622
Mallat,NN,fine-tune,10,0.4980810234541578
Mallat,SVM,pretrained-small,1,0.23411513859275054
Mallat,NN,pretrained-small,1,0.49936034115138594
Mallat,SVM,pretrained-small,2,0.23411513859275054
Mallat,NN,pretrained-small,2,0.5108742004264393
Mallat,SVM,pretrained-small,3,0.23411513859275054
Mallat,NN,pretrained-small,3,0.4925373134328358
Mallat,SVM,pretrained-small,4,0.23411513859275054
Mallat,NN,pretrained-small,4,0.5113006396588486
Mallat,SVM,pretrained-small,5,0.23411513859275054
Mallat,NN,pretrained-small,5,0.5031982942430704
Mallat,SVM,pretrained-small,6,0.23411513859275054
Mallat,NN,pretrained-small,6,0.5125799573560768
Mallat,SVM,pretrained-small,7,0.23411513859275054
Mallat,NN,pretrained-small,7,0.5130063965884861
Mallat,SVM,pretrained-small,8,0.23411513859275054
Mallat,NN,pretrained-small,8,0.5113006396588486
Mallat,SVM,pretrained-small,9,0.23411513859275054
Mallat,NN,pretrained-small,9,0.4968017057569296
